identifier;type;ra [°];dec [°];redshift
4FGL J1950.0-7321;;297,73367;-73,37575;
5BZQJ1951+5727;FSRQ;297,77908;57,45478;0,652
4FGL J1951.2-0951;;297,88763;-9,92629;
3HSPJ195134.9-154930;BL Lac;297,89529;-15,82511;0,420
5BZQJ1951+0134;FSRQ;297,90009;1,57853;4,114
NVWJ1951.5-2329;;297,94770;-23,48870;
5BZQJ1951-0509;FSRQ;297,94778;-5,16222;1,083
PKS 1947-705;;298,21103;-70,41534;
4FGL J1950.6-5547;;298,39630;-56,10633;
4FGL J1953.0+7651;;298,46201;76,84718;
5BZBJ1954-1123;BL Lac;298,67151;-11,38961;0,683
3HSPJ195500.7-160338;BL Lac;298,75272;-16,06064;0,230
3HSPJ195502.9-564029;BL Lac;298,76187;-56,67461;0,200
5BZQJ1955+1358;FSRQ;298,79822;13,97119;0,743
5BZQJ1955+5131;FSRQ;298,92810;51,53014;1,214
3HSPJ195547.9+021513;BL Lac;298,94943;2,25356;
4FGL J1956.1+0234;;299,11702;2,57374;
5BZQJ1956-3225;FSRQ;299,24768;-32,42944;1,242
3HSPJ195755.0-241951;BL Lac;299,47925;-24,33072;
5BZQJ1957-3845;FSRQ;299,49924;-38,75178;0,630
3HSPJ195800.5+243806;BL Lac;299,50198;24,63500;
NVSS J195801-071348;;299,50833;-7,22929;
3HSPJ195812.7+694325;BL Lac;299,55280;69,72364;0,280
5BZGJ1958-3011;;299,56213;-30,18658;0,119
5BZQJ1959-4246;FSRQ;299,80579;-42,76883;2,178
3HSPJ195945.7-472519;BL Lac;299,94025;-47,42200;
3FGL J2000.1+4212;;299,99487;42,22965;
5BZBJ1959+6508;BL Lac;299,99942;65,14853;0,047
3FGL J2000.4-2926;;300,07071;-29,50734;
5BZQJ2000-1325;FSRQ;300,17563;-13,42597;0,222
3HSPJ200054.0-364226;BL Lac;300,22479;-36,70731;
5BZQJ2000-1748;FSRQ;300,23785;-17,81603;0,652
5BZBJ2001+4352;BL Lac;300,30362;43,88133;
5BZBJ2001+7040;BL Lac;300,39145;70,67372;
4FGL J2001.5-0818;;300,41773;-8,33667;
3HSPJ200204.2-573645;BL Lac;300,51743;-57,61258;0,260
3HSPJ200213.7-583736;BL Lac;300,55701;-58,62675;0,350
3HSPJ200227.3-711936;BL Lac;300,61362;-71,32672;0,210
3HSPJ200245.4+630233;BL Lac;300,68909;63,04258;
5BZQJ2003-3251;FSRQ;300,85052;-32,86253;3,773
5BZGJ2003-0856;;300,97684;-8,94525;0,057
5BZQJ2004-6347;FSRQ;301,12283;-63,78980;2,189
5BZBJ2005+7004;BL Lac;301,27625;70,07797;
5BZQJ2005-1822;FSRQ;301,32205;-18,36758;0,868
5BZBJ2005+7752;BL Lac;301,37915;77,87867;0,342
5BZQJ2005-2310;FSRQ;301,48584;-23,17417;0,833
NVWJ2006.9-2852;;301,55770;-28,87840;
5BZQJ2006+6424;FSRQ;301,57370;64,41261;1,574
NVWJ2006.1+6604;;301,62860;66,07030;
3HSPJ200632.8+635549;BL Lac;301,63666;63,93031;0,290
3FGL J2007.7-7728;;301,77692;-77,51173;
NVSS J200711-143205;;301,79507;-14,53464;
5BZQJ2007+0636;FSRQ;301,79968;6,61239;2,864
5BZQJ2007+6607;FSRQ;301,86990;66,12292;1,325
NVWJ2007.2-2714;;301,89230;-27,24930;
5BZQJ2007+4029;FSRQ;301,93726;40,49683;1,736
5BZQJ2007-4434;FSRQ;301,97992;-44,57897;0,240
5BZUJ2008-0418;;302,10181;-4,30814;0,589
5BZBJ2009-4849;BL Lac;302,35577;-48,83158;0,071
5BZBJ2009+7229;BL Lac;302,46793;72,48872;
5BZQJ2009+0727;FSRQ;302,48126;7,45381;0,762
3HSPJ201002.9-244738;BL Lac;302,51221;-24,79381;0,320
5BZQJ2010-2523;FSRQ;302,58234;-25,39981;0,825
5BZQJ2010+6116;FSRQ;302,70538;61,27089;0,870
5BZQJ2011-1546;FSRQ;302,81546;-15,77786;1,178
3HSPJ201201.0-771220;BL Lac;303,00406;-77,20553;0,330
5BZBJ2012+4628;BL Lac;303,02353;46,48217;
3HSPJ201213.7-523251;BL Lac;303,05713;-52,54753;0,370
3FGL J2012.1-1643;;303,12573;-16,78069;
AT20G J201248-371941;;303,20186;-37,32820;
4FGL J2013.0-3828;;303,24155;-38,45137;
5BZBJ2014-0047;BL Lac;303,61932;-0,78967;0,231
5BZBJ2014+0648;BL Lac;303,62949;6,81453;0,341
3HSPJ201503.8+162227;BL Lac;303,76587;16,37422;0,250
5BZQJ2015-1252;FSRQ;303,80710;-12,88247;0,614
5BZBJ2015-0137;BL Lac;303,81317;-1,62572;
3HSPJ201525.0-143204;BL Lac;303,85425;-14,53442;0,310
5BZUJ2015+3710;;303,86972;37,18319;
NVWJ2015.7+0041;;303,94217;0,69805;
5BZQJ2015+6554;FSRQ;303,98068;65,91463;2,845
1RXS J201604.8-23304;;304,01999;-23,51361;
3HSPJ201619.6+495325;BL Lac;304,08145;49,89014;
5BZBJ2016-0903;BL Lac;304,10013;-9,05928;
5BZQJ2017+7440;FSRQ;304,30447;74,67999;2,187
5BZQJ2017+0603;FSRQ;304,30588;6,05200;1,743
5BZBJ2017-3753;BL Lac;304,36960;-37,89611;0,598
3FGL J2017.6-4110;;304,37491;-41,25464;
5BZQJ2018-1109;FSRQ;304,61670;-11,16542;0,900
3FGL J2018.5+3851;;304,62927;38,85538;
5BZQJ2018-0509;FSRQ;304,74066;-5,15817;0,905
5BZQJ2019-5201;FSRQ;304,76828;-52,02764;1,717
3HSPJ201924.7+712625;BL Lac;304,85309;71,44017;0,310
5BZQJ2020+6747;FSRQ;305,07880;67,78511;2,571
4FGL J2021.4-2048;;305,40170;-20,83109;
3HSPJ202143.9-722612;BL Lac;305,43274;-72,43661;0,290
3FGL J2021.9+0630;;305,48111;6,48713;
1RXS J202204.8-72253;;305,51999;-72,42736;
5BZQJ2022+6136;FSRQ;305,52783;61,61633;0,228
5BZBJ2022-4513;BL Lac;305,60919;-45,22528;
5BZBJ2022+7611;BL Lac;305,64825;76,19061;
3FGL J2023.2+3154;;305,82925;31,88397;
PMN J2023-0123;;305,88673;-1,39504;
5BZUJ2023-1139;;305,90280;-11,66608;
4FGL J2023.8-4828;;305,91095;-48,44791;
5BZQJ2023-3655;FSRQ;305,94208;-36,92250;1,048
3HSPJ202429.4-084805;BL Lac;306,12238;-8,80125;
5BZQJ2024-3253;FSRQ;306,14825;-32,89330;1,465
NVSS J202442-232826;;306,17648;-23,47462;
PMN J2024-6458;;306,19324;-64,97619;
5BZQJ2024+1718;FSRQ;306,23566;17,30367;1,050
5BZQJ2025+0316;FSRQ;306,29013;3,27903;2,210
5BZUJ2025+3343;;306,29517;33,71672;0,219
NVSS J202515-223016;;306,31323;-22,50512;
5BZQJ2025-0735;FSRQ;306,41943;-7,59797;1,388
5BZQJ2025-2845;FSRQ;306,47339;-28,76353;0,884
3HSPJ202630.8+764448;BL Lac;306,62830;76,74675;0,290
NVWJ2026.6-0934;;306,70475;-9,57805;
3HSPJ202658.4+334308;BL Lac;306,74344;33,71900;0,240
NVWJ2027.2+1213;;306,91293;12,23206;
5BZQJ2027-0831;FSRQ;306,96918;-8,53219;1,697
3HSPJ202830.3+764737;BL Lac;307,12616;76,79347;0,380
NVSS J202900-183709;;307,25120;-18,61939;
5BZUJ2029+4926;;307,41614;49,43950;
4FGL J2030.8-6959;;307,47400;-69,95311;
5BZUJ2030-0622;;307,56308;-6,37081;0,671
5BZQJ2030-0503;FSRQ;307,59341;-5,05356;0,543
3HSPJ203024.0-503413;BL Lac;307,60019;-50,57028;0,530
3HSPJ203027.9-143917;BL Lac;307,61630;-14,65475;0,430
3HSPJ203031.7+223439;BL Lac;307,63199;22,57761;
NVSS J203048-162224;;307,70059;-16,37325;
SUMSS J203056-411906;;307,73566;-41,31853;
3HSPJ203057.1+193613;BL Lac;307,73798;19,60358;0,270
5BZUJ2030-3039;;307,74136;-30,65678;0,539
TXS 2028-264;;307,76786;-26,25880;
3HSPJ203117.6+002745;BL Lac;307,82336;0,46253;0,480
4FGL J2031.8+1619;;307,92541;16,36870;
5BZQJ2031+0239;FSRQ;307,94690;2,66036;0,858
5BZQJ2031+5455;FSRQ;307,94983;54,91753;1,262
5BZUJ2031+1219;;307,97913;12,32814;1,215
3HSPJ203156.1-345851;BL Lac;307,98370;-34,98075;0,124
NVWJ2032.8-3550;;308,06970;-35,84310;
3FGL J2033.6+6309;;308,41553;63,14441;
5BZUJ2034+1154;;308,65463;11,90872;0,607
3HSPJ203451.1-420038;BL Lac;308,71283;-42,01061;0,290
NVSS J203508-045029;;308,78461;-4,84197;
3HSPJ203508.6-471708;BL Lac;308,78601;-47,28564;
5BZQJ2035+1056;FSRQ;308,84305;10,93522;0,601
5BZQJ2035-6944;FSRQ;308,92029;-69,73536;0,875
5BZQJ2035-6846;FSRQ;308,95364;-68,77605;1,084
5BZQJ2035-6602;FSRQ;308,96466;-66,03542;2,296
5BZBJ2036+6553;BL Lac;309,08389;65,88736;
5BZQJ2036-2830;FSRQ;309,15738;-28,50736;2,308
5BZQJ2036-0629;FSRQ;309,16962;-6,48439;1,636
3HSPJ203649.5-332831;BL Lac;309,20621;-33,47514;0,230
5BZQJ2036-2146;FSRQ;309,21323;-21,77686;2,299
5BZQJ2037-1522;FSRQ;309,36642;-15,36681;1,802
PMN J2037-0508;;309,41303;-5,13945;
5BZQJ2038+5119;FSRQ;309,65427;51,32019;1,686
5BZBJ2038-2636;BL Lac;309,68741;-26,60880;0,440
3HSPJ203856.7-185916;BL Lac;309,73624;-18,98778;0,630
5BZBJ2039-1046;BL Lac;309,75296;-10,77828;
5BZBJ2039+5219;;309,84793;52,33052;0,053
4FGL J2039.3+2150;;309,89502;21,86936;
3HSPJ203941.1-422052;BL Lac;309,92136;-42,34784;0,400
5BZQJ2039-7206;FSRQ;309,99194;-72,11564;1,000
3FGL J2040.0-5734;;310,00458;-57,58601;
4FGL J2040.0+1237;;310,01044;12,59716;
3HSPJ204006.6-462018;BL Lac;310,02759;-46,33833;0,310
3HSPJ204008.3-711560;BL Lac;310,03445;-71,24998;0,161
5BZQJ2040-2507;FSRQ;310,03653;-25,12964;1,574
NVWJ2040.0-3059;;310,07380;-30,99340;
TXS 2037-172;;310,11556;-17,11753;
NVWJ2041.2+1309;;310,25880;13,16510;
3HSPJ204150.2-373340;BL Lac;310,45929;-37,56105;0,098
3HSPJ204201.9-731914;BL Lac;310,50800;-73,32042;0,310
5BZGJ2042+2426;;310,52521;24,44786;0,104
NVSS J204242+162910;;310,67722;16,48843;
PMN J2042-5410;;310,67850;-54,15591;
PMN J2042-0148;;310,70267;-1,81933;
5BZQJ2042-2255;FSRQ;310,72604;-22,93331;2,120
5BZQJ2042-2223;FSRQ;310,73868;-22,39081;3,630
5BZQJ2043+1255;FSRQ;310,79254;12,92044;3,277
NVWJ2043.3+2119;;310,89770;21,31710;
2MASS J20435020+0001;;310,92570;0,02193;
2MASS J20435163+1034;;310,96516;10,56854;
NVSS J204457-234643;;311,24054;-23,77900;
3HSPJ204600.5-343018;BL Lac;311,50226;-34,50497;0,425
MRSS 285-029065;;311,68398;-42,95348;
3FGL J2046.7-1011;;311,72723;-10,17844;
4FGL J2047.1-7400;;311,73816;-74,00114;0,526
5BZQJ2047-1639;FSRQ;311,83197;-16,65161;1,932
3HSPJ204735.1+793800;BL Lac;311,89609;79,63333;
5BZBJ2047-2908;BL Lac;311,89960;-29,14972;0,333
NVSS J204806-312016;;312,02580;-31,33781;
3FGL J2049.0-6801;;312,09930;-68,08102;
NVWJ2048.8+2646;;312,14693;26,76846;
NVSS J204902+164727;;312,26038;16,79080;
5BZGJ2049-0039;;312,34058;-0,65739;0,250
3FGL J2049.7+1002;;312,44110;10,05400;
5BZBJ2050+0407;BL Lac;312,52600;4,13025;
4FGL J2049.9-2453;;312,54800;-24,80326;
5BZQJ2050-2628;FSRQ;312,60287;-26,47183;1,633
5BZQJ2050+3127;FSRQ;312,71304;31,45761;3,180
5BZBJ2051+7441;;312,89053;74,69459;
5BZUJ2051+1743;;312,89825;17,72692;0,195
5BZQJ2052-6523;FSRQ;313,02795;-65,38653;1,150
3FGL J2051.8-5535;;313,05701;-55,55279;
5BZBJ2052+0810;BL Lac;313,17932;8,17708;0,530
3HSPJ205350.7+292315;BL Lac;313,46133;29,38736;0,230
NVSS J205350+702404;;313,46350;70,40161;
5BZGJ2054+0015;;313,73688;0,26050;0,151
TXS 2053+156;;313,83920;15,80080;
5BZGJ2055-0506;;313,84741;-5,10536;0,342
5BZBJ2055-0021;BL Lac;313,86758;-0,35478;0,440
SUMSS J205613-490415;;314,05664;-49,07061;
5BZQJ2056-4714;FSRQ;314,06818;-47,24656;1,491
5BZBJ2056-3208;BL Lac;314,10443;-32,14661;
3HSPJ205637.1+221846;BL Lac;314,15460;22,31272;0,230
PMN J2056-0205;;314,15898;-2,08582;
3HSPJ205642.7+494006;BL Lac;314,17786;49,66819;0,100
5BZQJ2056-3857;FSRQ;314,22879;-38,95461;1,937
PMN J2057-0719;;314,33769;-7,32768;
5BZQJ2057-3734;FSRQ;314,42334;-37,56750;1,071
3HSPJ205846.7-144305;BL Lac;314,69473;-14,71803;0,078
4FGL J2059.1-4103;;314,76495;-41,05287;
5BZGJ2059-0037;;314,91074;-0,63222;0,335
4FGL J2100.0+2103;;315,02112;20,98896;
3HSPJ210050.6-430532;BL Lac;315,21097;-43,09225;0,310
5BZQJ2101-2933;FSRQ;315,25693;-29,55772;1,492
3HSPJ210123.1-454949;BL Lac;315,34610;-45,83039;
3HSPJ210123.9+091325;BL Lac;315,34940;9,22356;0,290
5BZQJ2101+0341;FSRQ;315,41177;3,69203;1,012
NVWJ2102.1-1507;;315,58030;-15,12020;
5BZQJ2102+6015;FSRQ;315,66757;60,25272;4,575
NVSS J210301+034411;;315,75497;3,73617;
NVSS J210312-211216;;315,80188;-21,20406;
5BZGJ2103-6812;;315,90082;-68,20078;0,041
3HSPJ210338.4-623226;BL Lac;315,90991;-62,54050;
1RXS J210346.8-11133;;315,94501;-11,22639;
3FGL J2103.9-3546;;315,97113;-35,77224;
3HSPJ210415.9+211808;BL Lac;316,06635;21,30228;0,360
3HSPJ210421.9-021239;BL Lac;316,09137;-2,21081;0,450
PKS B2102+009;;316,17879;1,13629;
3HSPJ210451.1+050320;BL Lac;316,21271;5,05564;
5BZUJ2105-4848;;316,25485;-48,81292;1,041
PMN J2105-5145;;316,35356;-51,76386;
4FGL J2103.4-7816;;316,43747;-78,42639;
5BZQJ2106+2135;FSRQ;316,54507;21,59333;0,647
5BZQJ2106+0231;FSRQ;316,61728;2,52717;2,942
3FGL J2106.1+2505;;316,66565;25,01597;
4FGL J2108.7+7532;;316,72424;75,59486;
3HSPJ210721.2-145418;BL Lac;316,83820;-14,90511;0,300
PMN J2107-4145;;316,84656;-41,75828;
3FGL J2107.7-4822;;316,93536;-48,46745;
3FGL J2108.0+3654;;317,02277;36,92405;
5BZQJ2108-2911;FSRQ;317,03082;-29,18811;1,566
AT20G J210812-245233;;317,05133;-24,87592;
5BZQJ2108+1430;FSRQ;317,17096;14,50750;2,017
5BZBJ2108-0250;BL Lac;317,18637;-2,84283;0,150
NVWJ2108.9-2656;;317,19530;-26,94980;
5BZBJ2108-6637;BL Lac;317,21591;-66,62297;
B2 2107+35A;;317,38284;35,54933;
5BZQJ2109-4110;FSRQ;317,38828;-41,17239;1,058
3HSPJ210936.1+395514;BL Lac;317,40057;39,92042;
GALEXASC J210940.09+;;317,41717;4,66677;
5BZQJ2109-1332;FSRQ;317,45792;-13,54611;1,226
5BZQJ2110-1020;FSRQ;317,50409;-10,34925;2,500
5BZQJ2110+0809;FSRQ;317,54034;8,16539;1,580
3HSPJ211011.2-861848;BL Lac;317,54657;-86,31322;0,310
NVSS J211019+040418;;317,58209;4,07161;
5BZQJ2110-0126;FSRQ;317,59424;-1,44950;0,904
NVWJ2111.5+6532;;317,75040;65,54860;
3HSPJ211207.5-144412;BL Lac;318,03113;-14,73675;0,280
3HSPJ211243.0+081835;BL Lac;318,17917;8,30978;0,270
4FGL J2112.9-4818;;318,23950;-48,29509;
3HSPJ211349.6+082502;BL Lac;318,45667;8,41717;0,230
3HSPJ211353.7+133018;BL Lac;318,47379;13,50486;0,307
4FGL J2113.9+1120;;318,47797;11,35705;
3HSPJ211355.6-015541;BL Lac;318,48178;-1,92792;0,420
5BZQJ2114-6851;FSRQ;318,55588;-68,85064;2,910
3FGL J2114.7+3130;;318,71027;31,50589;
TXS 2112+202;;318,72035;20,44082;
5BZQJ2114+2832;FSRQ;318,74304;28,54922;2,345
3HSPJ211501.4-005642;BL Lac;318,75586;-0,94489;0,226
5BZUJ2115-1416;;318,82681;-14,27872;1,700
3HSPJ211522.0+121803;BL Lac;318,84167;12,30072;0,280
5BZQJ2115+2933;FSRQ;318,87256;29,56067;1,514
3HSPJ211544.1-012545;BL Lac;318,93362;-1,42928;0,330
MRSS 235-024179;;318,93707;-49,65192;
4FGL J2116.3+1015;;318,96008;10,25896;
5BZBJ2116-0108;BL Lac;319,01346;-1,14122;0,305
3HSPJ211605.0+251200;BL Lac;319,02090;25,20003;
5BZGJ2116-0628;;319,04956;-6,47511;0,292
5BZBJ2116+3339;BL Lac;319,06052;33,65567;0,120
4FGL J2115.8+6753;;319,07413;67,88998;
NVWJ2116.4+6926;;319,11720;69,43680;
5BZQJ2116-5527;FSRQ;319,12424;-55,45567;1,722
5BZQJ2117+0502;FSRQ;319,33636;5,04933;1,794
TXS 2115-155;;319,46476;-15,37826;
3HSPJ211754.9-324328;BL Lac;319,47879;-32,72450;0,215
5BZQJ2118+0013;FSRQ;319,57248;0,22131;0,463
4FGL J2118.2-5419;;319,59207;-54,34069;
5BZQJ2118-0636;FSRQ;319,68018;-6,60500;0,328
TXS 2116-077;;319,72068;-7,54099;
3FGL J2119.2-3313;;319,72116;-33,28089;
4FGL J2119.5-4541;;319,90582;-45,75331;
5BZQJ2119-1106;FSRQ;319,91620;-11,10392;1,844
NVSS J212035-125443;;320,14862;-12,91143;
NVWJ2120.6+0533;;320,17160;5,56250;
5BZQJ2121+1901;FSRQ;320,25253;19,02453;2,180
5BZQJ2121-6111;FSRQ;320,26694;-61,19017;1,017
3HSPJ212125.5-831915;BL Lac;320,35614;-83,32075;0,620
3HSPJ212233.8+192527;BL Lac;320,64066;19,42417;
5BZBJ2123-1036;BL Lac;320,78030;-10,61350;0,023
5BZQJ2123+0535;FSRQ;320,93549;5,58947;1,941
PMN J2123-3155;;320,93674;-31,93381;
5BZQJ2123-3046;FSRQ;320,95248;-30,76817;1,879
5BZQJ2124-6028;FSRQ;321,01239;-60,46917;1,098
NVWJ2124.5-2431;;321,10423;-24,52193;
5BZQJ2125+0441;FSRQ;321,37192;4,69319;1,394
3FGL J2126.5-3926;;321,60504;-39,35641;
87GB 212407.5+182753;;321,61863;18,68370;
5BZQJ2126-4605;FSRQ;321,62790;-46,09664;1,670
5BZQJ2126-0119;FSRQ;321,63647;-1,32567;2,191
1RXS J212728.9-60004;;321,87039;-60,01375;
5BZBJ2127+3613;BL Lac;321,92929;36,21825;0,876
4FGL J2127.5-5744;;321,93826;-57,75807;
5BZQJ2128-0244;FSRQ;322,09259;-2,74244;1,822
3HSPJ212840.0-194153;BL Lac;322,16650;-19,69800;0,240
5BZQJ2129-1538;FSRQ;322,30075;-15,64472;3,268
5BZUJ2129+0035;;322,41956;0,59108;0,426
NVWJ2129.2+2609;;322,48490;26,16170;
3HSPJ213004.8-563222;BL Lac;322,51987;-56,53947;
4FGL J2130.0+2610;;322,56952;26,17220;
SUMSS J213017-424319;;322,57196;-42,72197;
5BZUJ2130-0927;;322,57953;-9,46039;
PMN J2130-7325;;322,66095;-73,41781;
SUMSS J213038-662356;;322,66125;-66,39900;
5BZQJ2130-4515;FSRQ;322,71835;-45,26203;2,713
5BZBJ2131-2746;BL Lac;322,76370;-27,78278;0,380
5BZQJ2131-1207;FSRQ;322,89694;-12,11800;0,499
5BZBJ2131-0915;BL Lac;322,89749;-9,25639;0,449
5BZBJ2131-2515;BL Lac;322,96371;-25,26611;0,860
3FGL J2132.4-5420;;323,03458;-54,34348;
5BZQJ2132-4537;FSRQ;323,11801;-45,62728;1,332
NVSS J213252+261143;;323,22102;26,19549;
3HSPJ213306.3-281537;BL Lac;323,27625;-28,26017;
5BZGJ2133+2528;;323,30984;25,48308;0,294
NVWJ2133.4-0522;;323,31360;-5,38070;
5BZQJ2133+8239;FSRQ;323,39200;82,65170;2,350
MG1 J213339+1443;;323,40579;14,72958;
4FGL J2133.6+8002;;323,43097;80,05444;
3HSPJ213349.2+664704;BL Lac;323,45502;66,78452;
5BZBJ2134-0153;BL Lac;323,54294;-1,88811;1,283
2MASS J21343180-6513;;323,55514;-65,22699;
MRSS 600-193101;;323,62575;-21,50911;
3HSPJ213448.2-164206;BL Lac;323,70093;-16,70156;0,800
3HSPJ213510.9+224308;BL Lac;323,79547;22,71883;0,450
5BZQJ2135-5006;FSRQ;323,83392;-50,11447;2,181
5BZQJ2135-0803;FSRQ;323,96643;-8,05289;1,396
5BZBJ2136-4443;BL Lac;324,07663;-44,73025;
TXS 2133-069;;324,09295;-6,73114;
5BZQJ2136+0041;FSRQ;324,16080;0,69839;1,941
NVSS J213726-320755;;324,36215;-32,13289;
MG3 J213809+3553;;324,52808;35,90819;
3HSPJ213818.4-352205;BL Lac;324,57648;-35,36803;
3HSPJ213821.1+355824;BL Lac;324,58804;35,97322;0,250
NVWJ2138.0-1258;;324,64550;-12,98070;
5BZQJ2138-2439;FSRQ;324,65491;-24,66514;0,819
5BZBJ2138-2053;BL Lac;324,71988;-20,89625;0,290
5BZQJ2139+1423;FSRQ;324,75546;14,39333;2,427
PMN J2139-6732;;324,80499;-67,53550;
4FGL J2139.2-2214;;324,81128;-22,21955;
5BZBJ2139-4235;BL Lac;324,85068;-42,58900;
4FGL J2139.1+3724;;324,91965;37,43624;
5BZQJ2139+0122;FSRQ;324,92712;1,37422;1,401
5BZGJ2140-2339;;325,06314;-23,66111;0,313
4FGL J2139.9+3910;;325,07062;39,19579;
87GB 213913.0+293303;;325,34955;29,78506;
3HSPJ214130.9+211527;BL Lac;325,37869;21,25742;0,220
CTS 0561;;325,43460;-55,15830;
3FGL J2141.6-6412;;325,44351;-64,18736;
5BZQJ2141-3729;FSRQ;325,46857;-37,48695;0,423
3FGL J2142.2-2546;;325,56635;-25,85739;
3HSPJ214226.5+365950;BL Lac;325,61038;36,99714;0,240
5BZQJ2142-0437;FSRQ;325,65375;-4,62875;0,344
3HSPJ214239.8-202819;BL Lac;325,66574;-20,47197;0,530
3HSPJ214247.6+195811;BL Lac;325,69839;19,96969;0,380
3HSPJ214255.6-391313;BL Lac;325,73181;-39,22025;
5BZBJ2143-3929;BL Lac;325,76193;-39,49020;0,429
5BZGJ2143-2845;;325,85101;-28,76592;0,172
5BZQJ2143+1743;FSRQ;325,89807;17,73022;0,213
MG3 J214351+3337;;325,95890;33,61967;
5BZBJ2144-0028;BL Lac;326,02612;-0,48281;
3HSPJ214410.0-195600;BL Lac;326,04175;-19,93333;0,450
3FGL J2144.2+3132;;326,06342;31,56088;
3HSPJ214429.6-563849;BL Lac;326,12323;-56,64695;0,480
3HSPJ214442.1-181800;BL Lac;326,17538;-18,30011;0,230
3HSPJ214453.4-185726;BL Lac;326,22232;-18,95708;0,380
5BZQJ2145-3357;FSRQ;326,25470;-33,95456;1,361
5BZQJ2145+1115;FSRQ;326,32825;11,25758;0,548
3HSPJ214530.2+100606;BL Lac;326,37579;10,10153;0,370
5BZGJ2145-0434;;326,38913;-4,57753;0,070
NVWJ2145.2-1414;;326,40650;-14,24470;
5BZQJ2145-3142;FSRQ;326,44559;-31,70950;0,660
5BZBJ2145+0719;BL Lac;326,46793;7,32422;0,237
3HSPJ214609.6+850148;BL Lac;326,54001;85,03006;0,280
5BZQJ2146-1525;FSRQ;326,59573;-15,42886;0,698
5BZBJ2146-4748;BL Lac;326,60709;-47,81044;0,461
5BZQJ2146-7755;FSRQ;326,62531;-77,93185;0,334
5BZBJ2146-1344;BL Lac;326,65396;-13,73350;0,420
4FGL J2146.8+0425;;326,72998;4,45708;
5BZGJ2147-1019;;326,75186;-10,31997;0,080
5BZQJ2147-7812;FSRQ;326,77432;-78,20609;0,732
5BZQJ2147+0929;FSRQ;326,79233;9,49631;1,113
5BZQJ2147-7536;FSRQ;326,80304;-75,60367;1,138
5BZQJ2147-0620;FSRQ;326,84122;-6,34036;0,806
5BZQJ2147-3601;FSRQ;326,87970;-36,03092;2,084
5BZGJ2147-1608;;326,96957;-16,14522;0,104
5BZQJ2147-7621;FSRQ;326,97144;-76,35811;1,884
5BZQJ2148+0657;FSRQ;327,02277;6,96072;0,999
5BZBJ2148-0733;BL Lac;327,02945;-7,56303;
5BZQJ2148-1723;FSRQ;327,15332;-17,39556;2,130
PKS 2146-01;;327,18103;-1,37719;
3HSPJ214924.0-563112;BL Lac;327,35004;-56,52008;0,270
5BZBJ2149+0322;BL Lac;327,42447;3,38094;
3FGL J2149.6+1915;;327,44711;19,34613;
3HSPJ215006.4-044131;BL Lac;327,52646;-4,69183;0,530
3HSPJ215006.8-245723;BL Lac;327,52841;-24,95645;
5BZQJ2150-6802;FSRQ;327,55579;-68,04733;1,265
5BZGJ2150-1410;;327,56458;-14,18058;0,220
MRSS 600-040574;;327,69419;-17,83172;
5BZBJ2150+1119;BL Lac;327,71545;11,32128;0,495
5BZQJ2150-2812;FSRQ;327,72119;-28,21186;0,865
5BZQJ2151-2742;FSRQ;327,84131;-27,70644;1,485
3HSPJ215123.2+415634;BL Lac;327,84674;41,94275;0,100
5BZQJ2151+0709;FSRQ;327,88095;7,15744;1,364
5BZQJ2151+0552;FSRQ;327,90784;5,87028;0,740
5BZQJ2151-3027;FSRQ;327,98132;-30,46492;2,345
5BZQJ2152-7807;FSRQ;328,01312;-78,11850;3,997
5BZBJ2152-1205;BL Lac;328,05878;-12,09483;0,121
RBS 1791;;328,10240;-12,12994;
5BZBJ2152+1734;BL Lac;328,10342;17,57717;
3HSPJ215258.4+172560;BL Lac;328,24329;17,41653;0,283
5BZBJ2153-0042;BL Lac;328,27225;-0,70850;0,341
NVWJ2153.1-3106;;328,33210;-31,11630;
5BZQJ2153-1136;FSRQ;328,45926;-11,60386;1,582
3HSPJ215355.8-295445;BL Lac;328,48254;-29,91247;0,680
5BZQJ2154-1501;FSRQ;328,53101;-15,02542;1,208
3HSPJ215412.8+000423;BL Lac;328,55331;0,07314;0,217
5BZQJ2155+2250;FSRQ;328,77692;22,83953;1,350
3HSPJ215511.7-253755;BL Lac;328,79855;-25,63194;0,460
3HSPJ215601.6+181837;BL Lac;329,00684;18,31033;0,360
NVWJ2156.0-1757;;329,01196;-17,95707;
5BZUJ2156-0037;;329,06149;-0,61794;0,495
5BZQJ2156-2012;FSRQ;329,14069;-20,20858;1,309
5BZBJ2156-0855;BL Lac;329,20975;-8,92650;
PKS 2153-69;;329,27493;-69,68991;
5BZQJ2157+1014;FSRQ;329,30359;10,24022;0,761
5BZQJ2157+3127;FSRQ;329,37009;31,45039;1,486
5BZQJ2157+0649;FSRQ;329,43015;6,82261;0,626
4FGL J2158.5-7550;;329,49676;-75,83156;
5BZQJ2158-1501;FSRQ;329,52618;-15,01925;0,672
5BZBJ2158-3013;BL Lac;329,71698;-30,22558;0,117
5BZUJ2159-2841;;329,79568;-28,68817;0,271
5BZQJ2159-1500;FSRQ;329,83417;-15,01028;2,270
3HSPJ215936.1-461954;BL Lac;329,90060;-46,33164;0,400
PMN J2200-4751;;329,99633;-47,86646;
5BZQJ2200-1945;FSRQ;330,03238;-19,76317;1,198
